id,title,date,type,duration_seconds,video_url,summary_count,vote_count,topics,wer_score
1061,4/5/22 City Council Meeting,2022-04-05,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_9d855dc9-9e38-4be5-9cda-05e14f4f1e99.mp4/playlist.m3u8,62,8,adu (accessory dwelling units)|form-based codes|groundwater or water supply|infill development|infrastructure deficit|missing middle housing|parking minimums or parking reform|valley's edge development,0.9999369144875879
1060,3/29/22 City Council - Special Meeting,2022-03-29,Special Meeting,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_7cc0be27-203a-4cee-bcfb-3d19abe49d86.mp4/playlist.m3u8,13,0,,0.1916440480806514
1059,3/15/22 City Council Meeting,2022-03-15,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_93497b75-f6a3-41c1-ad61-584ab0341098.mp4/playlist.m3u8,41,5,groundwater or water supply|valley's edge,0.2802975472456775
1052,3/1/22 City Council Meeting,2022-03-01,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_ba5566b1-72c7-424e-8fbd-0b7d7cc9537b.mp4/playlist.m3u8,45,5,parking minimums or parking reform,0.18850384279074048
1058,2/15/22 City Council Meeting,2022-02-15,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_275dae74-d001-422d-9165-dba17eea5418.mp4/playlist.m3u8,3,0,,0.2815507750498126
1055,2/1/22 City Council Meeting,2022-02-01,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_105de004-602c-479b-8a71-c50973e864b8.mp4/playlist.m3u8,3,0,groundwater or water supply,0.27934342357706243
1054,1/18/22 City Council Meeting,2022-01-18,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_0d3941b8-7303-4cbe-9c8f-0faeb75c030d.mp4/playlist.m3u8,3,2,,0.22576769025367155
1053,1/4/22 City Council Meeting,2022-01-04,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_5a7c762a-4976-4b0c-95a5-cdc16ced7c7f.mp4/playlist.m3u8,3,1,,0.26948898629528933
1029,12/21/21 City Council Meeting,2021-12-21,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_9f0c6226-d0ae-478a-8de5-3702ad516b73.mp4/playlist.m3u8,3,1,,0.2833421891604676
1027,12/7/21 City Council Meeting,2021-12-07,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_4114d362-c50e-4278-988f-816c1986c966.mp4/playlist.m3u8,61,9,housing,0.23532833975710857
1026,12/2/21 Planning Commission,2021-12-02,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_e470598e-ab59-49d1-8149-cd7c29b57381.mp4/playlist.m3u8,5,1,adu (accessory dwelling units)|form-based codes|groundwater or water supply|infill development|infrastructure deficit|missing middle housing|parking minimums or parking reform|valley's edge development,0.4683206106870229
1025,11/18/21 Planning Commission,2021-11-18,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_4ffcad1d-d396-4043-aa95-b887ef41cc79.mp4/playlist.m3u8,34,1,,0.15028256471080723
1015,11/16/21 City Council Meeting,2021-11-16,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_c1ac67fe-eaa5-4137-a990-6659333490dd.mp4/playlist.m3u8,3,0,,0.2252359156919252
1013,11/4/21 Planning Commission,2021-11-04,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_ff273c8c-c6ba-4e61-a4b9-0514fd7b6d9b.mp4/playlist.m3u8,3,1,,0.2543352601156069
1012,11/2/21 City Council Meeting,2021-11-02,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_bd735c64-5b3e-481d-984a-940b6e34a139.mp4/playlist.m3u8,54,3,infill development|parking minimums or parking reform,0.19003787545142253
1010,10/19/21 City Council Meeting,2021-10-19,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_87c2e17c-50e2-40f3-a7eb-c466d0cdaf36.mp4/playlist.m3u8,45,2,groundwater or water supply|parking minimums or parking reform,0.1660771007796708
1008,10/5/21 City Council Meeting,2021-10-05,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_d1f545a6-c624-4a12-a226-ff4e7c2f1fbe.mp4/playlist.m3u8,52,2,,0.2080555892215085
1004,9/7/21 City Council Meeting,2021-09-07,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_0af44c52-78ac-4dab-8a3b-cdf01b62cf8e.mp4/playlist.m3u8,61,8,affordable housing|housing crisis|infill development|infrastructure deficit|missing middle housing,0.15281236783985716
1003,9/2/21 Planning Commission,2021-09-02,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_66eacea3-d74d-4555-813a-358cbf57a644.mp4/playlist.m3u8,5,1,,0.30775159656463336
996,8/3/21 City Council Meeting,2021-08-03,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_b60c62ab-0734-4015-9ec2-74fa1247ddc4.mp4/playlist.m3u8,67,5,infill development|parking minimums or parking reform,0.471585312001087
989,7/27/21 Special City Council Meeting,2021-07-27,Special Meeting,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_fdca5e8d-d3e5-4bfe-882c-e00e2905089e.mp4/playlist.m3u8,3,0,,0.33370120016554006
984,7/20/21 City Council Meeting,2021-07-20,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_ab44a50e-69d5-4c09-bf83-9b3a77fac549.mp4/playlist.m3u8,26,1,,0.08899620558813384
982,7/15/21 Planning Commission,2021-07-15,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_58e117fa-6031-4db6-a093-6fb27a31916c.mp4/playlist.m3u8,39,5,infill development|parking minimums or parking reform,0.20444807182207714
981,7/6/21 City Council Meeting,2021-07-06,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_87de226c-c7ef-4138-bbc3-1b2f3ec943be.mp4/playlist.m3u8,45,4,,0.1225722273998136
978,6/15/21 City Council Meeting,2021-06-15,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_ef50a640-f0c9-44e8-85ff-2673cbbd7f7e.mp4/playlist.m3u8,38,5,,0.17968154294684907
977,6/8/21 Special City Council Meeting,2021-06-08,Special Meeting,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_43345a22-c0cc-4564-ab47-d4745b8d928b.mp4/playlist.m3u8,21,1,,0.20728854790419163
976,6/3/21 Planning Commission - Meeting Cancelled,2021-06-03,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_f6d8f7f6-9610-48ef-b8e7-034ada955bfc.mp4/playlist.m3u8,3,0,,1.0
975,6/1/21 City Council Meeting,2021-06-01,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_07ce6c8e-22b3-4db9-a2c4-49fc5749394b.mp4/playlist.m3u8,23,0,,0.2870928829915561
974,5/20/21 Planning Commission - Cancelled,2021-05-20,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_c7e71d33-12dc-4b32-8b3d-05ea8f0351fe.mp4/playlist.m3u8,4,0,,1.0
973,5/18/21 City Council Meeting,2021-05-18,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_058bd71e-8192-484e-9a45-6d354ad62f0e.mp4/playlist.m3u8,72,13,groundwater or water supply,0.14252073667931955
972,5/4/21 City Council Meeting,2021-05-04,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_7a3c2b37-239c-4de6-9aac-ee995f64e2ea.mp4/playlist.m3u8,56,5,groundwater or water supply,0.17983912373780592
964,4/20/21 City Council Meeting,2021-04-20,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_7cdf857e-4ed1-425f-8f1f-ed7279a54880.mp4/playlist.m3u8,18,3,,0.3675587110868378
967,4/20/21 City Council Meeting Adjourned to 4/26/21,2021-04-20,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_039b063d-445a-4629-a4cf-6affab29334e.mp4/playlist.m3u8,65,10,,0.23035198626395068
952,4/6/21 City Council Meeting,2021-04-06,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_3ae76df4-612e-4be3-bab4-0b914f4d51ac.mp4/playlist.m3u8,73,14,groundwater or water supply,0.23667799760338462
947,3/18/21 Planning Commission,2021-03-18,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_21aed7da-4053-489f-86c1-48d49848cba9.mp4/playlist.m3u8,3,1,,0.22244458128078817
946,3/16/21 City Council Meeting,2021-03-16,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_3a4a04b2-b625-414d-85ae-d0c51e037e8e.mp4/playlist.m3u8,71,14,affordable housing|community land trusts|groundwater|groundwater or water supply|inclusionary zoning|missing middle housing|parking minimums or parking reform|public-private partnerships,0.2730092036814726
945,3/9/21 Special City Council Meeting,2021-03-09,Special Meeting,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_c6219a42-84ca-44c4-bd94-e759c3b1175a.mp4/playlist.m3u8,14,0,,0.2956663842149861
943,"2/16/21 City Council Meeting - Continued to March 2, 2020",2021-02-16,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_ad252f1e-df4c-4103-8ac0-c47902cd17cd.mp4/playlist.m3u8,76,8,building codes|low-barrier shelter|low-income housing,0.2227026234794079
939,2/11/21 Planning Commission - Special Meeting,2021-02-11,Special Meeting,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_cf692080-ac88-4814-9c7d-246ff47db3e0.mp4/playlist.m3u8,4,1,,2.106049693914296
937,2/2/21 City Council Meeting,2021-02-02,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_0cca4d4b-33fc-4f4a-a1f5-e0da7d0b4674.mp4/playlist.m3u8,48,6,groundwater|missing middle housing|safe parking proposal,0.20424988788850942
936,1/21/21 Planning Commission - Meeting Cancelled,2021-01-21,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_8d2c213e-ca10-48ca-a44b-2f1d3b19dc25.mp4/playlist.m3u8,4,0,,0.8789521228545619
934,1/7/21 Planning Commission - Meeting Cancelled,2021-01-07,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_ef9d6187-0d17-4d6e-9fd8-4d530d338203.mp4/playlist.m3u8,0,0,,1.0
933,1/5/21 City Council Meeting,2021-01-05,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_b0757b4c-f399-4255-9b09-7ad81d5f1387.mp4/playlist.m3u8,57,9,,0.20054616190333682
932,12/17/20 Planning Commission - Meeting Canceled,2020-12-17,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_6678dde4-84a3-4ed6-ae1b-f2e63e529e80.mp4/playlist.m3u8,4,0,,1.0
930,12/15/20 City Council Meeting,2020-12-15,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_bc629645-c34e-4caa-bafe-87100dfa2c01.mp4/playlist.m3u8,70,13,infill development|infrastructure deficit,0.17941777323799796
928,12/3/20 Planning Commission - Meeting Canceled,2020-12-03,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_54465840-2238-48cc-9cdb-98347eba38c8.mp4/playlist.m3u8,3,0,,0.9962065946892326
929,12/1/20 Postponed to 12/8/20 City Council Meeting,2020-12-01,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_e005bcd2-c326-4acd-995f-5648d661c633.mp4/playlist.m3u8,57,10,,0.23184038716157604
927,11/19/20 Planning Commission,2020-11-19,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_8bb3306c-dc8a-462f-b9aa-a14ba8b28b05.mp4/playlist.m3u8,4,1,,0.9772716941679167
926,11/17/20 City Council Meeting,2020-11-17,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_d7f2c68b-a422-445d-a2b2-595dd2a49759.mp4/playlist.m3u8,38,6,adu (accessory dwelling units)|infill development,0.21378905922761163
925,11/05/20 Planning Commission,2020-11-05,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_c54678f2-ad0b-4a4b-8ef5-b5e5b9b0f08a.mp4/playlist.m3u8,3,0,,0.3081711241230152
924,11/3/20 City Council Meeting,2020-11-03,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_da5f9181-c369-46da-b0fe-bc8076621c6d.mp4/playlist.m3u8,55,9,housing crisis,0.19223029136407385
923,10/20/20 City Council Meeting,2020-10-20,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_da977f08-90d5-448a-aa91-6d2b0450a4cb.mp4/playlist.m3u8,41,5,adu (accessory dwelling units)|valley's edge development,0.17795051822133065
922,10/6/20 City Council Meeting,2020-10-06,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_dfa9d422-c783-4400-8a02-27b7ab3cbae0.mp4/playlist.m3u8,44,6,,0.17395787302990132
921,9/22/20 - Special City Council Meeting,2020-09-22,Special Meeting,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_4bdd48f7-ec17-4c38-943d-761315f82aca.mp4/playlist.m3u8,17,2,,0.14401120709782864
920,9/17/20 Planning Commission,2020-09-17,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_e78a15ac-50df-490b-92a0-f387ffb8de78.mp4/playlist.m3u8,3,1,,0.1977089650525284
919,9/15/20 City Council Meeting,2020-09-15,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_a89f62cd-69ae-4a0c-988b-bbfba98fd41d.mp4/playlist.m3u8,59,11,adu (accessory dwelling units)|affordable housing,0.1852269116330127
917,9/1/20 City Council Meeting,2020-09-01,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_7ba20778-c2de-4886-a157-65567a3fb390.mp4/playlist.m3u8,64,8,adu (accessory dwelling units)|parking minimums or parking reform,0.17137659700482274
916,08/18/2020 City Council Meeting Continued to 08/25/20,2020-08-18,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_c95cd9c8-5025-4372-8217-88e61dda1302.mp4/playlist.m3u8,30,4,parking minimums or parking reform,0.17665416259496264
914,8/4/20 City Council Meeting,2020-08-04,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_0395cf7b-0b62-4f47-a4be-70d5ee199481.mp4/playlist.m3u8,55,8,parking minimums or parking reform,0.24748312866467528
913,7/28/20 Special City Council Meeting,2020-07-28,Special Meeting,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_f7107f62-06b5-40cc-8807-39411451ddef.mp4/playlist.m3u8,13,0,,0.19197654105315698
910,7/7/20 City Council Meeting,2020-07-07,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_9b39a32d-cd23-4ce6-bd6c-1ea822ca3d71.mp4/playlist.m3u8,86,11,adu (accessory dwelling units)|parking minimums or parking reform,0.1919229041610519
909,6/23/20 Special City Council Meeting,2020-06-23,Special Meeting,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_e14ed9c9-16d9-4bbb-b7ed-eec4416bc3a9.mp4/playlist.m3u8,57,6,,0.20056590297236415
1128,6/20/20 City Council,2020-06-20,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_eea26e39-cc60-4b27-9538-34dfc9af0bda.mp4/playlist.m3u8,64,5,,0.23892047400506883
904,"6/2/20 City Council Meeting - Continued to 6/9/20, Continued to 6/10/20",2020-06-02,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_6011d5de-30f1-4fb6-9eab-19d2863a8708.mp4/playlist.m3u8,49,5,adu (accessory dwelling units)|infrastructure deficit|valley's edge development,0.17400983211204898
902,5/26/20 Special City Council Meeting,2020-05-26,Special Meeting,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_8bd9ac37-6b86-4ab1-ba6a-0f026654a5c7.mp4/playlist.m3u8,32,4,parking minimums or parking reform,0.19241689341062346
900,5/19/20 Special City Council Meeting,2020-05-19,Special Meeting,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_aa2a14f1-7093-45ea-b97e-e382ebd21c71.mp4/playlist.m3u8,34,3,parking minimums or parking reform,0.17573981834163493
901,Planning Commission,,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_6d7c9a97-6215-4cda-b1a0-9235d34c9dc3.mp4/playlist.m3u8,3,0,infill development,0.3220279102632044
906,"June 2, 2020 Council Meeting - Continued to June 9, 2020, Continued to June 10, 2020",,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_26ff626f-4285-494e-8358-6f90db2621cc.mp4/playlist.m3u8,51,7,,0.19795476599238634
915,Planning Commission,,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_e9fcfa86-7791-4d8f-9a4f-c6fefc9bd98c.mp4/playlist.m3u8,5,1,parking minimums or parking reform,0.39602662363856395
918,Planning Commission,,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_8fe8ed47-4912-4fd3-b606-86d84d1c61b8.mp4/playlist.m3u8,3,0,,0.9993425378040762
940,Planning Commission,,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_915ef287-3b9c-4e91-851e-b8dbef956d7e.mp4/playlist.m3u8,3,0,,5.66832229580574
944,Planning Commission,,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_07211b69-5d17-4d97-93a3-097d748eae39.mp4/playlist.m3u8,3,1,,0.9997967892704734
979,Planning Commission,,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_31a3f021-1c86-4436-a8ff-be17be71322c.mp4/playlist.m3u8,3,1,,0.25417130144605116
980,Planning Commission - Canceled,,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_2a86474a-eef6-4441-aa80-98661a3af7d5.mp4/playlist.m3u8,0,0,,1.0
997,Planning Commission,,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_e887abf8-bcf9-472c-ac6d-4dccbbcfb797.mp4/playlist.m3u8,4,0,,1.0
1005,9-16-21 Planning Commission,,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_3dbd0999-89cf-4019-9d3e-89fd4f7d1dfd.mp4/playlist.m3u8,5,0,,0.22737464329392582
1006,9-21-21 City Council Meeting,,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_774198b3-f1c9-47e3-b5e8-05c005fce963.mp4/playlist.m3u8,33,4,affordable units|infrastructure improvements|sewer connection program,0.17773530817009078
1007,9-24-21 Special Council Meeting,,Special Meeting,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_61d9fdcf-4ba1-475c-af33-bdc08cef7763.mp4/playlist.m3u8,4,2,,0.2465753424657534
1009,Planning Commission,,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_86b2e384-4e79-4f1b-a547-2c9a7c63aa70.mp4/playlist.m3u8,5,1,,0.10706521739130435
1024,Test,,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_909e4651-4ad7-41de-ad68-9dec03d24676.mp4/playlist.m3u8,0,0,,1.0
1028,Planning Commission,,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_6513f071-9008-48ed-b53e-e7b4db112d5b.mp4/playlist.m3u8,0,0,,1.0
1034,Planning Commission,,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_890353e6-4a41-441d-be3b-cdd95a3f07e8.mp4/playlist.m3u8,0,0,,1.0
1035,Peak Admin - Session 1 1-18-2022,,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_af027fd2-c554-4194-a803-a2a42edbe41e.mp4/playlist.m3u8,3,0,,0.1381903642773208
1036,Planning Commission,,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_5e901dff-ddf0-45a7-8297-a75a38077709.mp4/playlist.m3u8,4,0,,1.0
1040,Peak Training - Overview and Administration 1-31-2022,,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_9833c39a-0c0a-4770-9a99-bbba8d0ce3ec.mp4/playlist.m3u8,3,0,,0.1899677919599189
1041,Peak Training - Drafting and Approving 2-1-2022,,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_37b3c42f-cc12-435e-a785-12701da9bb7b.mp4/playlist.m3u8,4,0,,0.1707813693051667
1043,Peak Training - Agenda Coordinators 2-2-2022,,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_5bad26a9-fa0e-41a7-8acf-806ae7d049be.mp4/playlist.m3u8,3,0,,0.2305748169269652
1044,Peak Training - Minutes 2-3-2022,,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_8678f50c-a324-4dd9-93f4-946c6c66ff2d.mp4/playlist.m3u8,3,0,,0.2535635236830456
1046,Peak Minutes 2/16/22,,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_337049a9-abeb-4c7b-9f45-10b73fb21157.mp4/playlist.m3u8,4,0,,0.2461682377491545
1062,Planning Commission,,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_3590f909-be6d-4310-9b6a-aecb7aa42697.mp4/playlist.m3u8,5,2,infill development|parking minimums or parking reform,0.2722063037249284
1063,4-19-22 City Council Meeting,,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_c73fc387-121f-4c0c-9a4e-d4fa2e514b9e.mp4/playlist.m3u8,64,4,affordable housing|infill development|valley's edge development,1.0
1064,Planning Commission,,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_9009c0d2-dc2e-44b7-b9dd-93b41da7c685.mp4/playlist.m3u8,4,0,,1.0
1070,Planning Commission,,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_e7fd197b-d05b-482a-8915-aca4e4df994f.mp4/playlist.m3u8,4,0,adu (accessory dwelling units),0.2145288290576581
1078,Planning Commission,,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_616fe476-4467-4d09-95f2-ffed5eb072af.mp4/playlist.m3u8,4,1,,0.6327989601386482
1082,Road Pavement Presentation,,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_66833d86-822b-4490-9b7d-8081ff30bc20.mp4/playlist.m3u8,15,0,,0.21696944673823287
1085,Planning Commission,,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_ffb49315-fb1e-424d-aad7-9b2affb22810.mp4/playlist.m3u8,4,0,,1.0
1087,Planning Commission,,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_9f385a56-d84c-4ad7-bb05-1ef325685ddd.mp4/playlist.m3u8,5,1,missing middle housing,0.2346882100479677
1089,Planning Commission,,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_c007d0bd-cd75-4d5d-8de9-d218e4a0b893.mp4/playlist.m3u8,6,0,infill development|missing middle housing|parking minimums or parking reform|valley's edge development,0.2312195883531524
1096,2022 California Building Codes Workshop Part 1,,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_5d9a1fc3-ce88-4cd1-9976-8535b51955b6.mp4/playlist.m3u8,3,0,,0.2949000858158637
1098,2022 California Building Codes Workshop Part 2,,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_3cd2815a-7b42-11ed-9024-0050569183fa.mp4/playlist.m3u8,3,0,,0.2446035699460357
1106,Planning Commission,,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_48061f42-8d2b-4db3-b6b6-8001c34504e4.mp4/playlist.m3u8,4,0,,1.0
1117,Planning Commission,,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_99cd44f8-9405-4f6a-a932-b2a8dbdc43c2.mp4/playlist.m3u8,4,0,infill development|missing neighborhood retail element,0.2928816189306265
1130,Planning Commission,,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_db763a9e-7a9e-4e26-bf46-5f3b2b60e30d.mp4/playlist.m3u8,4,0,,1.0
1132,Planning Commission,,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_d639af56-7d03-45a4-9147-9a126bbee614.mp4/playlist.m3u8,3,2,,0.2037037037037037
1133,Planning Commission,,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_19489d8a-eeb6-452b-877b-a27b5315c833.mp4/playlist.m3u8,3,2,,0.31258191349934467
